1	1.564672

1	1.577728

1	1.552576

1	1.549856

1	1.556928

1	1.388672

1	1.556896

1	1.554368

1	1.548288

1	1.569184

1	1.54624

1	1.578464

1	1.55744

1	1.56496

1	1.558528

1	1.57696

1	1.535392

1	1.581728

1	1.55856

1	1.45024

1	1.551968

1	1.563584

1	1.55792

1	1.548288

1	1.562624

1	1.552384

1	1.562624

1	1.551776

1	1.560192

1	1.554688

1	1.54624

1	1.550624

1	1.572864

1	1.386496

1	1.558528

1	1.5544

1	1.565184

1	1.572928

1	1.564032

1	1.559392

1	1.562624

1	1.562048

1	1.558528

1	1.538048

1	1.55504

1	1.5528

1	1.549728

1	1.556608

1	1.55232

1	1.55648

1	1.540416

1	1.566624

1	1.566816

1	1.56672

1	1.564672

1	1.54624

1	1.564672

1	1.54064

1	1.542144

1	1.555872

1	1.33552

1	1.544256

1	1.572864

1	1.552608

1	1.555424

1	1.570368

1	1.56816

1	1.40272

1	1.549728

1	1.569024

1	1.548256

1	1.559968

1	1.554816

1	1.54624

1	1.554432

1	1.545632

1	1.404928

1	1.584096

1	1.55792

1	1.55792

1	1.5552

1	1.570656

1	1.557376

1	1.530432

1	1.574912

1	1.558528

1	1.554848

1	1.56672

1	1.56672

1	1.545632

1	1.554432

1	1.558528

1	1.553408

1	1.554464

1	1.58496

1	1.621408

1	1.55648

1	1.548288

1	1.52624

1	1.555072

2	1.134592

2	0.949664

2	1.36336

2	1.3784

2	1.160608

2	1.400224

2	1.155072

2	1.372192

2	1.163264

2	1.137344

2	1.375648

2	1.140736

2	1.383808

2	1.159168

2	1.36608

2	1.163264

2	1.374464

2	1.144832

2	1.378304

2	1.142176

2	1.3824

2	1.159168

2	1.395232

2	1.133984

2	1.154752

2	1.170848

2	1.388544

2	1.134592

2	1.372928

2	1.157696

2	1.4056

2	1.135552

2	1.383104

2	1.36336

2	1.388544

2	1.140832

2	1.374208

